Geneid	WT1	WT2	dFNR1	dFNR2
b3540	1296	1538	1017	611
b3541	1710	2093	1342	865
b3542	1579	1953	1265	759
b3543	1935	2477	1491	972
b3544	9250	11105	9061	5585
b3545	6	3	0	1
b3546	151	130	122	89
b3547	64	34	34	19
b3548	175	179	188	103
b3549	233	236	209	152
b3550	72	72	67	37
b3551	697	762	772	498
b3552	127	119	105	100
b3553	790	891	1085	716
b3554	1027	1417	1032	612
b3555	169	283	420	276
b3556	247	329	182	77
b4455	0	0	0	0
b4647	0	0	0	0
b3557	29	24	20	11
b3558	17	12	2	7
b4614	0	0	0	0
b3559	4147	5363	3983	2687
b3560	1874	2433	1896	1147
b4553	20	7	13	6
b3561	44	34	32	11
b3562	20	3	1	1
b3563	9	1	0	0
b3564	188	199	176	124
b3565	97	93	90	55
b3566	40	9	12	4
b3567	78	37	29	16
b3568	87	27	41	16
b3569	88	103	76	42
b3570	438	507	562	341
b3571	132	73	77	37
b3572	964	1165	1156	744
b3573	118	149	83	44
b3574	346	358	377	255
b3575	51	8	7	8
b3576	11	2	2	1
b3577	10	2	0	0
b3578	44	6	5	2
b3579	45	5	3	7
b3580	98	16	13	13
b3581	38	11	16	9
b3582	42	26	19	14
b3583	39	30	24	15
b4648	8	2	1	1
b4649	13	4	14	4
b3584	51	16	28	17
b3585	60	37	36	26
b3586	61	23	20	10
b3587	16	0	2	0
b3588	173	134	327	207
b3589	52	10	6	5
b3590	1034	1222	837	576
b3591	560	667	425	289
b3592	100	100	146	101
b3593	377	133	109	89
b3594	31	23	40	32
b3595	41	15	13	14
b3596	3	3	5	0
b4650	6	1	2	1
b4651	7	1	0	1
b4615	4	0	0	0
b4652	9	3	2	3
b3597	75	54	47	38
b3598	16	17	11	9
b3599	794	1009	997	608
b3600	795	1205	1222	865
b3601	217	303	278	203
b4554	102	169	169	138
b3602	146	158	168	106
b3603	94	20	26	20
b3604	46	13	16	9
b3605	120	54	58	47
b3606	143	118	122	61
b3607	478	596	503	328
b3608	1192	1401	1281	853
b3609	1204	1501	1221	803
b3610	706	955	1008	625
b3611	630	756	598	415
b3612	7702	10352	5763	3978
b3613	770	884	642	455
b3614	221	248	259	177
b3615	152	163	306	236
b3616	248	282	527	349
b3617	329	406	587	342
b3618	56	72	75	41
b3619	1238	1675	1653	1092
b3620	547	681	713	467
b3621	326	397	340	238
b3622	139	177	195	124
b3623	83	76	75	45
b3624	48	69	47	34
b3625	76	86	93	54
b3626	62	81	84	42
b3627	100	132	120	68
b3628	140	160	144	94
b3629	49	76	62	33
b3630	62	90	78	52
b3631	178	211	197	120
b3632	200	265	250	157
b3633	322	314	285	192
b3634	111	127	113	86
b3635	144	144	117	64
b3636	66	92	51	21
b3637	3485	4498	3376	2122
b3638	220	267	226	138
b3639	500	547	598	382
b3640	321	460	410	299
b3641	292	304	351	220
b3642	65	38	35	32
b3643	388	392	290	233
b3644	705	845	836	517
b3645	56	20	13	15
b3646	50	19	17	10
b3647	103	52	29	31
b3648	696	939	732	481
b3649	714	856	725	536
b3650	1527	1828	1541	1019
b3651	264	292	306	180
b3652	684	678	579	418
b3653	511	593	526	360
b3654	1048	1236	895	591
b3655	641	701	691	424
b3656	187	114	88	53
b3657	101	25	14	17
b3658	12	2	0	2
b4653	1	2	0	1
b3659	35	5	6	4
b3660	271	296	264	158
b3661	816	1041	791	554
b4555	24	18	20	16
b3662	105	38	38	32
b3663	57	47	41	26
b3664	51	10	16	9
b3665	152	79	81	54
b3666	83	37	15	14
b3667	105	40	35	28
b3668	208	173	120	80
b3669	492	631	523	356
b3670	73	97	114	66
b3671	1004	1068	1304	793
b3672	94	85	111	78
b4616	6	0	0	0
b4618	15	12	14	5
b3673	88	21	18	18
b3674	35	23	13	8
b3675	36	24	41	25
b3676	88	76	88	49
b3677	39	30	31	19
b3678	83	29	20	21
b3679	95	25	14	18
b3680	17	11	9	7
b4556	46	21	24	14
b3683	93	9	7	12
b3684	40	27	19	17
b3685	409	386	370	209
b3686	24	16	11	10
b3687	113	113	112	98
b3688	561	752	662	437
b3689	606	687	593	386
b3690	58	22	24	21
b3691	89	26	34	24
b4478	79	44	48	20
b4477	50	17	15	12
b3693	77	26	29	19
b4479	153	158	117	89
b3696	74	79	43	47
b3697	420	509	470	343
b3698	87	109	88	54
b3699	2472	3141	2480	1765
b3700	184	208	187	120
b3701	788	1099	877	556
b3702	1218	1614	1138	822
b3703	849	1042	731	417
b3704	392	424	365	245
b4557	140	157	134	70
b3705	2871	3337	2805	1691
b3706	639	822	909	628
b3707	2	1	0	0
b3708	69	31	25	14
b3709	54	7	4	7
b3710	62	21	30	14
b3711	88	109	83	61
b3712	209	226	254	173
b3713	257	350	453	271
b3714	1796	2226	1770	1027
b3715	129	142	96	80
b3716	26	26	16	19
b3717	53	40	37	20
b3718	54	20	27	18
b3719	42	21	7	6
b3720	50	12	9	6
b3721	53	7	13	7
b3722	178	107	69	39
b3723	20	6	2	6
b3724	319	413	355	228
b3725	407	588	472	304
b3726	289	296	191	143
b3727	233	258	210	179
b3728	589	643	551	405
b3729	4295	5643	3928	2673
b3730	2853	3821	2860	1829
b3731	2551	3263	2518	1758
b3732	13037	16617	13687	8328
b3733	5723	7137	5638	3915
b3734	18464	23500	19141	12087
b3735	3365	4756	3789	2399
b3736	6373	8955	6801	4169
b3737	4764	6151	4693	2838
b3738	5844	7310	5585	3751
b3739	679	966	721	479
b3740	174	201	149	107
b3741	1408	1772	1294	922
b3742	293	401	288	175
b3743	48	40	35	26
b3744	511	684	1083	624
b3745	416	537	265	178
b3746	582	815	248	197
b3747	368	401	253	162
b3748	237	327	443	332
b3749	203	165	188	139
b3750	235	232	227	135
b3751	400	498	535	349
b3752	306	309	242	170
b3753	79	57	58	44
b3754	98	76	61	43
b3755	377	520	287	220
b3756	376695	348807	471440	244770
b3757	111	137	61	44
b3758	3102995	3516613	3452398	2064347
b3759	1354	1860	1221	865
b3760	177	236	179	109
b3761	4	3	0	0
b4480	115	145	95	67
b3764	838	1080	763	579
b3765	168	141	104	70
b3766	481	701	591	403
b4669	258	428	329	200
b4488	11847	16992	12261	8053
b3769	224	318	224	151
b3770	2704	3941	2731	1742
b3771	3990	5659	4025	2731
b3772	2057	2916	2271	1516
b3773	256	246	219	126
b3774	14696	18033	16767	10457
b3775	128	177	134	94
b3777	48	44	25	23
b3778	493	504	460	291
b3779	609	578	616	350
b3780	1546	1986	1862	1174
b3781	1316	1710	1959	1210
b3783	2697	3483	2935	1806
b3784	680	831	539	306
b3785	478	515	380	223
b3786	402	516	357	260
b3787	439	493	348	232
b3788	351	421	324	217
b3789	300	364	262	152
b3790	157	141	120	74
b3791	393	495	388	235
b3792	273	291	248	161
b4481	165	171	170	93
b3793	149	96	126	73
b3794	97	103	113	71
b3795	366	382	648	419
b3796	509	643	385	287
b3797	286	397	289	183
b3798	50	63	36	17
b3799	0	3	2	0
b3800	69	27	24	25
b3801	92	64	47	48
b4456	77	115	106	48
b3802	800	833	856	606
b3803	727	816	862	535
b3804	305	351	328	224
b3805	788	978	895	552
b3806	2449	3047	2287	1505
b3807	192	241	246	139
b4558	376	470	394	214
b3809	754	907	693	494
b3810	538	630	531	312
b3811	492	565	523	341
b3812	197	274	233	153
b3813	775	918	673	513
b4482	46	23	24	10
b3816	469	539	543	403
b3817	18	14	13	10
b3818	4	5	0	0
b3819	36	20	18	6
b3820	31	13	25	16
b3821	329	360	327	200
b3822	563	575	457	336
b3823	380	471	442	251
b3824	280	297	325	191
b3825	491	551	509	321
b3826	267	302	232	168
b3827	224	192	153	119
b3828	415	458	430	264
b3829	35796	46742	65063	40446
b3830	399	455	750	485
b3831	1338	1653	1706	1099
b3832	146	127	85	65
b3833	788	1085	1052	678
b3834	237	278	311	172
b4707	0	0	0	0
b3835	383	406	284	210
b3836	516	589	504	343
b3838	530	744	568	390
b3839	371	409	371	183
b4483	174	209	106	75
b3842	115	154	85	81
b3843	723	929	948	614
b3844	556	833	810	556
b3845	103	62	68	32
b3846	100	16	15	16
b3847	1241	1643	1779	1042
b3848	195	203	192	137
b3849	384	397	368	227
b3850	208	239	187	126
b3851	345618	317113	436262	224332
b3852	141	189	80	53
b3853	32	34	16	21
b3854	3085156	3510598	3491628	2079829
b3855	336	432	260	197
b3856	50	63	43	39
b3857	133	133	123	88
b3858	383	546	479	336
b3859	309	328	346	272
b3860	844	1112	1057	713
b3861	52	16	12	15
b3862	63	38	44	30
b3863	1377	1601	1520	999
b3864	10	10	2	2
b3865	348	401	365	276
b4457	4621	5816	4946	2751
b3866	390	528	520	322
b3867	785	1011	982	592
b4686	450	655	399	241
b3868	330	331	528	355
b3869	211	194	393	229
b3870	3064	3912	8787	5637
b3871	6907	8676	8093	5040
b3872	42	24	21	16
b3873	44	27	21	15
b3874	39	17	9	8
b3875	23	0	2	1
b3876	42	8	7	4
b3877	88	26	24	19
b3878	110	13	18	15
b3879	31	5	12	7
b3880	103	55	52	52
b3881	84	51	41	36
b3882	38	19	13	11
b3883	89	67	41	33
b3884	206	221	140	110
b3885	304	297	266	162
b3886	203	209	233	148
b3887	473	600	536	317
b3888	533	702	651	461
b3889	4	0	0	1
b3890	32	16	24	9
b3891	359	371	342	244
b3892	75	70	62	48
b3893	77	31	69	61
b3894	239	164	625	422
b3895	188	231	221	166
b3896	28	7	12	7
b3897	53	12	9	3
b3898	52	28	31	13
b3899	75	6	17	7
b3900	12	1	3	2
b3901	7	2	1	3
b3902	66	13	11	14
b3903	67	15	16	13
b3904	86	13	8	12
b3905	54	33	23	21
b3906	77	24	27	19
b3907	94	34	18	17
b3908	48	29	41	29
b3909	76	29	26	28
b3910	298	414	390	256
b3911	877	1086	1027	656
b3912	827	1068	1015	648
b4484	74	59	88	40
b3915	487	614	573	429
b3916	7253	9881	5135	3281
b3917	310	274	217	147
b3918	101	121	65	44
b3919	7004	9451	7161	4547
b3920	103	137	111	66
b3921	89	77	71	48
b3922	254	371	341	221
b3923	392	465	397	262
b3924	490	584	476	322
b3925	464	552	260	200
b3926	209	171	181	121
b3927	58	28	38	21
b3928	732	915	759	456
b3929	1286	1596	1241	864
b3930	212	225	174	126
b3931	1407	1785	1815	1177
b3932	577	705	731	502
b3933	533	627	546	392
b3934	279	357	267	198
b3935	441	434	287	247
b3936	966	1047	948	540
b3937	115	82	51	42
b3938	673	993	744	434
b3939	764	982	508	377
b3940	1606	1966	1377	912
b3941	2518	3567	1592	986
b3942	4345	5294	3346	2258
b3943	129	63	56	37
b3944	38	17	7	8
b3945	1178	1587	108	77
b3946	40	10	24	8
b3947	132	30	26	26
b3949	51	5	13	6
b3950	19	4	2	2
b3951	111	56	55	32
b3952	57	30	23	16
b3953	30	21	15	6
b3954	114	115	90	53
b3955	1172	1632	1443	913
b3956	11819	16075	17153	11358
b3957	613	694	809	520
b3958	1293	1675	2155	1333
b3959	1285	1748	2225	1479
b3960	2271	2964	3678	2284
b4458	8	3	3	10
b3961	918	1064	864	549
b3962	238	207	217	137
b3963	373	467	404	265
b3964	174	215	191	114
b3965	486	544	493	328
b3966	728	804	732	449
b3967	238	272	272	169
b3968	335000	308227	420630	214830
b3969	87	99	72	51
b3970	2784723	3177775	3155532	1876049
b3971	177	266	160	140
b3972	416	564	441	238
b3973	279	326	291	158
b3974	174	230	187	129
b3976	287	310	215	145
b3977	614	818	510	298
b3978	479	665	445	277
b3979	334	507	384	236
b3980	33953	44250	35081	24124
b3981	1683	2101	1628	955
b3982	1612	1911	1536	928
b3983	7739	10538	8866	5434
b3984	11218	14502	11704	7165
b3985	10670	13944	13281	8786
b3986	5882	8353	7095	4409
b3987	22459	29256	23893	15539
b3988	28096	36375	31691	19443
b3989	41	23	45	13
b4691	9	13	14	10
b3990	827	1054	1452	946
b3991	651	811	1002	702
b4407	144	204	298	192
b3992	692	999	1192	746
b3993	676	961	1154	837
b3994	2014	2928	3487	2421
b3995	81	120	206	145
b3996	475	531	562	373
b3997	861	1020	961	689
b3998	305	343	328	211
b3999	227	347	300	139
b4000	1886	2570	2007	1338
b4001	118	144	111	61
b4002	62	65	35	34
b4003	125	76	43	20
b4004	333	327	286	219
b4005	1773	2153	1842	1208
b4006	2408	3095	2531	1688
b4007	325808	300356	403675	209420
b4008	94	120	64	36
b4009	2884325	3282220	3222130	1913883
b4010	179	244	136	119
b4011	30	15	13	10
b4012	64	47	50	31
b4013	1415	2107	1259	819
b4014	4509	6899	9920	6859
b4015	2822	3888	8176	5418
b4016	341	391	799	481
b4017	59	14	32	18
b4018	417	524	344	217
b4019	2796	3487	3642	2481
b4020	178	116	180	116
b4021	539	725	68	40
b4022	272	295	296	140
b4023	94	111	182	102
b4024	3010	4377	8281	5373
b4025	5382	7440	10403	6733
b4026	34	21	31	14
b4027	26	5	4	4
b4028	41	2	2	5
b4029	173	82	115	80
b4620	28	15	18	5
b4030	52	49	89	47
b4031	107	64	76	43
b4032	60	27	37	32
b4033	92	37	48	42
b4034	118	71	152	84
b4035	73	16	49	30
b4036	114	42	79	53
b4037	94	75	61	29
b4038	19	2	2	2
b4039	145	166	208	136
b4040	178	210	265	152
b4041	1505	1935	1838	1155
b4042	264	271	232	159
b4043	669	784	624	374
b4044	181	145	115	80
b4045	78	72	136	63
b4046	219	241	199	124
b4047	7	0	0	0
b4048	10	2	1	0
b4049	316	327	306	160
b4050	23	15	17	16
b4051	627	753	1124	713
b4052	876	1068	856	547
b4053	474	592	425	278
b4054	1043	1354	2182	1250
b4621	2	0	0	0
b4055	51	40	35	25
b4056	756	994	975	701
b4057	280	409	403	226
b4058	1169	1384	1530	1021
b4059	699	851	655	468
b4060	66	76	47	28
b4061	85	40	52	45
b4062	42	36	50	27
b4063	42	39	32	29
b4459	8	6	6	6
b4064	1857	2315	1347	770
b4065	537	624	742	538
b4066	10	3	0	3
b4067	104	28	21	32
b4068	18	2	5	1
b4069	127	28	60	41
b4070	1206	1923	18	13
b4071	419	682	9	7
b4072	425	558	9	5
b4073	562	738	13	11
b4074	189	137	25	23
b4075	45	43	6	9
b4076	33	36	10	10
b4077	850	1046	1050	708
b4078	206	253	229	150
b4079	3109	4564	1975	1176
b4080	75	11	6	12
b4081	96	31	23	19
b4082	58	14	10	15
b4622	7	2	1	1
b4083	90	10	12	8
b4084	77	40	37	30
b4085	32	14	19	11
b4086	54	23	12	13
b4087	56	16	10	9
b4088	62	47	39	29
b4089	139	151	160	93
b4090	59	50	56	29
b4487	85	81	80	43
b4092	120	93	113	53
b4093	54	53	51	60
b4094	42	9	19	10
b4095	105	22	18	27
b4096	82	38	35	22
b4097	58	11	8	13
b4098	55	6	5	5
b4099	84	5	7	13
b4100	48	5	3	9
b4101	36	7	3	7
b4102	54	6	6	4
b4104	67	8	10	7
b4105	53	4	4	4
b4106	71	3	11	4
b4107	56	27	82	38
b4108	184	159	188	114
b4109	136	64	62	49
b4110	64	20	28	5
b4111	986	1276	1562	940
b4703	111	137	129	80
b4112	365	482	446	262
b4113	355	380	409	237
b4114	388	418	455	308
b4115	507	613	131	80
b4116	105	186	124	97
b4117	264	257	110	56
b4118	80	77	49	40
b4119	94	56	55	49
b4120	106	56	57	23
b4121	113	84	91	51
b4122	678	871	246	168
b4123	768	981	215	160
b4124	128	138	135	96
b4125	224	211	175	111
b4126	53	65	102	51
b4127	62	76	88	54
b4128	24	19	2	2
b4559	6	3	2	0
b4129	392	448	526	334
b4130	91	58	23	46
b4131	67	47	26	22
b4132	47	11	6	3
b4133	92	32	20	7
b4654	9	0	0	0
b4134	6	2	1	0
b4135	446	568	606	457
b4136	468	546	557	393
b4137	100	81	118	91
b4138	1990	2285	1887	1044
b4139	698	838	363	217
b4140	102	124	137	90
b4141	254	208	316	190
b4142	2384	3329	4021	2883
b4143	11333	15091	18471	12040
b4144	1159	1381	1181	804
b4145	188	245	203	117
b4146	273	359	287	220
b4147	2276	2958	2427	1644
b4410	23	14	8	10
b4411	77	89	267	139
b4148	104	107	103	61
b4149	110	109	182	103
b4150	108	97	70	60
b4151	422	507	127	64
b4152	274	402	93	59
b4153	1117	1495	337	214
b4154	3979	5195	1184	755
b4155	126	122	82	45
b4156	90	33	33	22
b4157	23	7	6	7
b4158	24	15	13	14
b4159	503	417	430	269
b4160	945	1263	1051	679
b4161	939	1084	914	601
b4162	300	438	387	273
b4163	593	846	402	239
b4164	93	100	75	58
b4165	32	26	13	7
b4670	8	11	9	3
b4166	255	317	297	199
b4167	731	744	777	596
b4168	169	231	200	131
b4169	552	679	567	409
b4170	492	539	471	300
b4171	2174	2774	2375	1625
b4172	1477	1948	1522	923
b4173	2002	2492	2223	1460
b4174	2696	3220	3531	2298
b4175	1228	1581	1615	1160
b4176	23	15	10	7
b4177	8831	11020	7126	4660
b4178	195	244	239	139
b4179	1665	1983	1999	1358
b4180	276	308	317	185
b4181	7	2	0	3
b4182	22	7	8	5
b4183	17	3	2	1
b4184	10	1	3	4
b4185	31	7	2	0
b4186	43	17	19	13
b4187	1279	1874	1949	1399
b4188	97	95	100	62
b4189	67	52	61	43
b4190	152	153	104	81
b4191	164	162	104	54
b4192	103	97	67	50
b4193	69	28	22	17
b4194	20	10	9	9
b4195	21	19	19	9
b4196	80	68	48	40
b4197	114	42	48	35
b4198	54	29	24	19
b4199	22	9	6	5
b4200	4088	5001	4500	2853
b4201	1930	2517	2225	1427
b4202	1501	1932	1804	1102
b4203	3097	3788	3315	1832
b4204	23	20	6	9
b4205	64	46	53	31
b4206	283	338	323	221
b4207	907	1010	1050	643
b4208	1185	1520	1598	959
b4209	69	90	59	63
b4210	65	16	20	23
b4211	131	123	103	73
b4212	73	49	56	27
b4213	387	439	359	236
b4214	401	410	469	301
b4215	14	9	3	2
b4216	28	7	11	8
b4217	53	88	261	160
b4218	213	241	190	134
b4219	366	403	476	261
b4220	387	461	382	232
b4221	991	1089	860	632
b4222	182	204	174	127
b4224	57	77	53	36
b4225	74	54	63	37
b4226	2972	3520	3890	2397
b4227	70	31	40	39
b4485	83	41	32	25
b4230	69	18	28	12
b4231	59	21	33	27
b4232	711	875	981	640
b4233	1334	1653	1406	925
b4234	307	398	430	286
b4235	802	1054	1077	726
b4236	96	98	73	33
b4237	101	91	34	21
b4238	938	1164	402	258
b4239	76	45	60	45
b4240	117	74	97	77
b4241	144	148	136	73
b4702	34	36	30	17
b4242	779	721	739	423
b4243	3816	5381	3204	2155
b4244	6753	9236	5131	3206
b4245	13742	19561	10970	7311
b4246	55	91	39	20
b4248	42	51	51	25
b4249	44	46	36	17
b4251	56	74	68	36
b4252	321	421	207	147
b4253	30	24	40	20
b4254	1355	1546	2268	1368
b4255	928	1173	1130	688
b4256	126	127	154	75
b4257	31	5	8	5
b4258	5588	7084	5701	3727
b4259	261	318	276	181
b4260	2656	3265	2650	1874
b4261	731	809	762	543
b4262	584	651	571	397
b4263	414	517	618	375
b4264	100	84	85	46
b4265	109	62	58	43
b4266	38	20	21	28
b4267	46	13	26	14
b4268	37	12	16	14
b4269	437	508	458	306
b4270	33	54	19	8
b4271	133	136	89	65
b4272	66	56	51	40
b4273	118	120	102	69
b4575	113	87	68	36
b4277	22	7	3	3
b4278	185	148	123	91
b4279	32	21	13	18
b4280	56	46	53	22
b4655	4	4	5	3
b4281	15	19	13	10
b4282	24	10	15	10
b4623	87	73	33	25
b4284	108	125	80	44
b4561	6	9	5	3
b4286	25	13	11	4
b4287	58	50	56	28
b4288	67	21	18	15
b4289	89	25	27	15
b4290	71	43	37	23
b4291	182	50	38	35
b4292	67	32	40	20
b4293	34	27	24	26
b4294	24	33	21	18
b4576	56	52	34	19
b4295	632	786	553	390
b4296	96	39	39	16
b4297	218	150	118	85
b4298	58	53	37	26
b4299	18	3	5	4
b4300	51	28	39	20
b4301	45	28	38	16
b4302	43	33	27	21
b4624	34	47	32	12
b4303	119	101	67	38
b4304	76	32	38	28
b4565	8	4	3	2
b4305	80	60	48	30
b4656	88	112	120	74
b4306	91	23	29	25
b4307	38	21	13	12
b4566	22	12	10	4
b4657	14	10	6	4
b4308	39	12	10	8
b4309	64	29	24	12
b4310	68	45	69	51
b4311	25	4	16	6
b4312	133	104	113	52
b4313	36	19	19	10
b4314	5551	7473	6420	3893
b4315	617	938	791	526
b4316	260	330	292	195
b4317	411	487	481	348
b4318	77	94	60	42
b4319	97	102	106	71
b4320	187	197	203	136
b4321	71	40	27	18
b4322	109	81	61	38
b4323	189	123	91	71
b4324	209	197	150	100
b4325	15	6	0	3
b4326	110	155	80	63
b4327	194	279	160	108
b4328	813	1105	999	702
b4329	150	211	191	132
b4330	234	396	293	212
b4331	49	55	38	27
b4332	78	45	37	21
b4333	54	39	22	14
b4334	361	344	53	38
b4335	1086	1336	234	150
b4336	133	104	115	92
b4337	127	121	70	44
b4339	120	82	81	52
b4340	146	150	164	111
b4341	7	1	1	1
b4342	194	219	196	100
b4486	238	211	141	106
b4345	35	26	17	7
b4346	102	101	77	39
b4347	24	7	11	10
b4625	8	2	3	4
b4348	143	177	128	70
b4349	652	809	645	482
b4350	1115	1255	767	528
b4351	315	334	234	138
b4352	238	262	240	169
b4353	96	86	75	45
b4354	1061	1299	527	374
b4355	155	96	59	58
b4356	81	47	45	31
b4357	40	21	22	13
b4358	55	4	5	13
b4359	375	433	263	173
b4360	136	171	158	102
b4361	214	234	250	169
b4362	141	159	157	108
b4363	33	43	11	7
b4364	95	67	25	13
b4365	5	0	3	2
b4366	24	3	11	5
b4367	50	33	50	45
b4567	40	24	35	20
b4368	44	30	15	7
b4369	108	167	86	47
b4370	296	446	259	151
b4371	365	443	347	249
b4372	194	261	170	136
b4373	184	232	237	138
b4374	218	246	222	139
b4375	1269	1603	1469	937
b4376	231	269	1672	1236
b4568	38	53	192	106
b4377	1264	1895	1364	866
b4378	725	991	652	539
b4379	202	203	25	18
b4380	551	694	47	33
b4381	405	526	510	354
b4382	674	834	968	686
b4383	1398	1824	2121	1365
b4384	846	1241	1173	751
b4385	205	224	145	84
b4386	243	233	192	106
b4387	164	197	142	98
b4388	409	489	404	264
b4389	712	785	615	350
b4390	421	535	471	316
b4391	2341	2740	2888	1913
b4392	538	601	717	464
b4393	203	258	202	137
b4394	256	292	243	167
b4395	404	591	422	309
b4396	903	1161	1055	709
b4397	235	280	242	143
b4398	210	251	178	122
b4399	166	115	122	101
b4400	82	42	37	35
b4401	3349	4692	2619	1609
b4402	201	318	224	128
b4403	82	116	87	68
